LITERAL GLOBAL ALPHABET
lan=ar; r=3
testfile 0,  0.9634,0.9997,0.992500000000001,0.9852
testfile 1,  0.972,1,0.9931,0.988366666666667
testfile 2,  0.9647,1,0.9947,0.986466666666667
mean, 0.986677777777778 

lan=ar; r=4
testfile 0,  0.9382,1,0.9934,0.9772
testfile 1,  0.9577,0.9998,0.9927,0.9834
testfile 2,  0.9371,1,0.9946,0.977233333333333
mean, 0.979277777777778 

lan=ar; r=5
testfile 0,  0.9301,0.99655,0.9836,0.970083333333334
testfile 1,  0.9434,0.9991,0.9866,0.976366666666667
testfile 2,  0.92905,0.9999,0.98675,0.9719
mean, 0.972783333333334 

lan=de; r=3
testfile 0,  0.7518,0.8172,0.743,0.770666666666667
testfile 1,  0.7225,0.8278,0.7163,0.755533333333334
testfile 2,  0.7535,0.82105,0.7096,0.761383333333334
mean, 0.762527777777778 

lan=de; r=4
testfile 0,  0.7455,0.8298,0.7775,0.784266666666667
testfile 1,  0.732100000000001,0.7935,0.7402,0.755266666666667
testfile 2,  0.7408,0.8388,0.7897,0.789766666666667
mean, 0.776433333333333 

lan=de; r=5
testfile 0,  0.7216,0.8208,0.7489,0.763766666666667
testfile 1,  0.6901,0.77705,0.7255,0.730883333333333
testfile 2,  0.7214,0.79425,0.7517,0.755783333333333
mean, 0.750144444444445 

lan=el; r=3
testfile 0,  0.9673,0.9967,0.9988,0.9876
testfile 1,  0.9627,0.996,0.9979,0.985533333333333
testfile 2,  0.9606,0.999,0.9987,0.9861
mean, 0.986411111111111 

lan=el; r=4
testfile 0,  0.9571,0.995,0.9966,0.9829
testfile 1,  0.9663,0.9943,0.9957,0.985433333333333
testfile 2,  0.9593,0.9985,0.9958,0.984533333333333
mean, 0.984288888888889 

lan=el; r=5
testfile 0,  0.94945,0.9926,0.9891,0.97705
testfile 1,  0.955800000000001,0.9931,0.9886,0.979166666666667
testfile 2,  0.9647,0.9959,0.9876,0.982733333333333
mean, 0.97965 

lan=en; r=3
testfile 0,  0.7438,0.7799,0.6276,0.7171
testfile 1,  0.7266,0.7849,0.6351,0.715533333333334
testfile 2,  0.6928,0.72415,0.60995,0.675633333333334
mean, 0.702755555555556 

lan=en; r=4
testfile 0,  0.7506,0.837600000000001,0.721,0.769733333333334
testfile 1,  0.7297,0.7911,0.6582,0.726333333333333
testfile 2,  0.6998,0.774200000000001,0.6727,0.715566666666667
mean, 0.737211111111111 

lan=en; r=5
testfile 0,  0.7311,0.8179,0.6962,0.7484
testfile 1,  0.695,0.7848,0.65675,0.712183333333333
testfile 2,  0.6917,0.7359,0.6697,0.6991
mean, 0.719894444444445 

lan=eo; r=3
testfile 0,  0.5,0.5,0.5,0.5
testfile 1,  0.5,0.5,0.5,0.5
testfile 2,  0.5,0.5,0.5,0.5
mean, 0.5 

lan=eo; r=4
testfile 0,  0.5,0.5,0.5,0.5
testfile 1,  0.5,0.5,0.5,0.5
testfile 2,  0.5,0.5,0.5,0.5
mean, 0.5 

lan=eo; r=5
testfile 0,  0.5,0.5,0.5,0.5
testfile 1,  0.5,0.5,0.5,0.5
testfile 2,  0.5,0.5,0.5,0.5
mean, 0.5 

lan=fr; r=3
testfile 0,  0.7287,0.763,0.7025,0.7314
testfile 1,  0.6984,0.7379,0.7003,0.7122
testfile 2,  0.7163,0.7537,0.70445,0.724816666666667
mean, 0.722805555555556 

lan=fr; r=4
